Company,Date,Close/Last,Volume,Open,High,Low
oracle,08/07/2020,$55.23,8772264,$55.01,$55.24,$54.755
oracle,08/06/2020,$55.28,8169855,$55.49,$55.60,$54.935
oracle,08/05/2020,$55.50,6629046,$56.32,$56.32,$55.375
oracle,08/04/2020,$56.00,6364339,$55.78,$56.01,$55.53
oracle,08/03/2020,$55.98,9165025,$55.78,$56.09,$55.49
oracle,07/31/2020,$55.45,9352834,$55.18,$55.47,$54.325
oracle,07/30/2020,$55.25,7633243,$55.00,$55.48,$54.89
oracle,07/29/2020,$55.70,7243071,$55.56,$55.90,$55.35
oracle,07/28/2020,$55.35,13030190,$55.25,$55.735,$55.20
oracle,07/27/2020,$55.34,10319940,$55.66,$55.95,$55.32
oracle,07/24/2020,$55.65,8939667,$55.47,$56.035,$55.26
oracle,07/23/2020,$55.76,12576050,$56.00,$56.36,$55.60
oracle,07/22/2020,$56.01,13842610,$55.70,$56.175,$55.70
oracle,07/21/2020,$55.91,11875100,$55.80,$56.335,$55.58
oracle,07/20/2020,$55.40,11469290,$54.88,$55.515,$54.69
oracle,07/17/2020,$54.90,14345070,$56.08,$56.12,$54.76
oracle,07/16/2020,$55.82,8779360,$56.42,$56.49,$55.575
oracle,07/15/2020,$56.62,10571040,$57.42,$57.84,$56.38
oracle,07/14/2020,$57.20,15510260,$56.67,$57.29,$56.48
oracle,07/13/2020,$57.01,15965560,$57.40,$57.835,$56.97
oracle,07/10/2020,$57.39,12615790,$57.47,$57.52,$56.69
oracle,07/09/2020,$57.53,15692560,$56.99,$57.80,$56.82
oracle,07/08/2020,$56.66,12582610,$56.63,$56.68,$55.99
oracle,07/07/2020,$56.31,13232200,$56.35,$56.95,$56.215
oracle,07/06/2020,$56.60,15309670,$56.195,$56.825,$56.16
oracle,07/02/2020,$55.94,15478900,$55.79,$56.425,$55.65
oracle,07/01/2020,$55.49,17856750,$54.69,$55.88,$54.68
oracle,06/30/2020,$55.27,18885860,$54.80,$55.44,$54.495
oracle,06/29/2020,$54.76,14366910,$54.23,$54.96,$53.845
oracle,06/26/2020,$54.18,17969440,$54.35,$54.585,$53.628
oracle,06/25/2020,$54.53,16008720,$54.40,$54.59,$53.54
oracle,06/24/2020,$54.44,18287770,$55.12,$55.68,$54.33
oracle,06/23/2020,$55.19,18695020,$55.30,$55.965,$55.13
oracle,06/22/2020,$55.12,16705850,$54.09,$55.385,$53.8802
oracle,06/19/2020,$54.40,33020470,$54.21,$54.46,$52.98
oracle,06/18/2020,$53.69,19259540,$51.60,$53.995,$51.32
oracle,06/17/2020,$51.52,28692620,$53.03,$53.74,$51.50
oracle,06/16/2020,$54.59,19380240,$54.46,$55.00,$53.78
oracle,06/15/2020,$53.25,16038070,$50.96,$53.43,$50.91
oracle,06/12/2020,$51.86,11537560,$52.45,$53.00,$50.982
oracle,06/11/2020,$51.31,12806140,$53.25,$53.56,$51.23
oracle,06/10/2020,$54.11,7436715,$54.50,$54.66,$53.90
oracle,06/09/2020,$54.18,8852655,$55.00,$55.06,$53.88
oracle,06/08/2020,$55.10,11519520,$53.35,$55.115,$53.28
oracle,06/05/2020,$53.98,12210050,$53.09,$54.27,$52.7412
oracle,06/04/2020,$52.85,9696217,$53.23,$53.689,$52.63
oracle,06/03/2020,$53.49,9188780,$53.33,$53.62,$52.985
oracle,06/02/2020,$53.28,8756250,$53.24,$53.29,$52.64
oracle,06/01/2020,$53.06,7364358,$53.28,$53.385,$52.79
oracle,05/29/2020,$53.77,14735340,$53.62,$53.94,$52.99
oracle,05/28/2020,$53.62,9465604,$53.76,$54.15,$53.22
oracle,05/27/2020,$53.20,9228093,$53.00,$53.25,$52.57
